,flair sentiment
9050,0.752052309
9051,0.676128261
9052,-0.966506195
9053,0.999012791
9054,0.987731181
9055,-0.728629737
9056,0.845908303
9057,-0.998749031
9058,0.999489825
9059,-0.980629264
9060,0.52003729
9061,-0.982485719
9062,-0.625879328
9063,-0.970408715
9064,-0.99558653
9065,-0.685073461
9066,-0.590382375
9067,-0.9995815
9068,0.845561331
9069,0.92558794
9070,-0.585465763
9071,0.991475982
9072,-0.640070825
9073,-0.99871279
9074,-0.993880045
9075,-0.813055212
9076,0.756634824
9077,0.575629143
9078,0.526107473
9079,0.626760794
9080,-0.835444916
9081,0.855748738
9082,-0.603668623
9083,0.519875636
9084,0.576781522
9085,0.561372853
9086,0.942796795
9087,-0.704340124
9088,-0.915477008
9089,-0.936160168
9090,0.912167994
9091,-0.953749077
9092,-0.964472111
9093,-0.986423765
9094,0.648361423
9095,-0.979784038
9096,0.971412495
9097,0.712363683
9098,0.588982568
9099,-0.998621949
9100,-0.720872561
9101,-0.783542489
9102,-0.829496987
9103,0.944230817
9104,0.925812538
9105,0.812001005
9106,-0.718625502
9107,0.998091567
9108,-0.962039198
9109,0.894449738
9110,0.785484957
9111,-0.999009751
9112,0.99549557
9113,0.589417578
9114,0.600372066
9115,-0.821752209
9116,0.707393962
9117,-0.829821784
9118,0.769167164
9119,-0.965485368
9120,0.859192047
9121,-0.905854913
9122,-0.829262136
9123,0.76420096
9124,-0.939100455
9125,-0.577362868
9126,-0.997610779
9127,-0.919872179
9128,-0.993087334
9129,-0.766740152
9130,-0.867252681
9131,0.93790659
9132,-0.968878369
9133,-0.936527049
9134,0.545046477
9135,-0.570404722
9136,-0.981410292
9137,-0.675226409
9138,-0.980827814
9139,-0.996482123
9140,-0.854741025
9141,-0.918025797
9142,-0.606355879
9143,-0.596627921
9144,-0.776014084
9145,0.715190895
9146,-0.740811053
9147,-0.564881372
9148,-0.880338412
9149,-0.991168947
9150,0.681839193
9151,-0.834669073
9152,-0.607931347
9153,0.516011682
9154,-0.965634624
9155,-0.520394931
9156,-0.840713327
9157,0.71776013
9158,-0.520618159
9159,0.801257883
9160,0.732670306
9161,0.574458464
9162,-0.973053352
9163,0.998242611
9164,0.942277798
9165,0.7082644
9166,-0.993676011
9167,0.658248053
9168,0.902199701
9169,-0.960516779
9170,0.981169838
9171,0.972548542
9172,-0.648298001
9173,-0.779200547
9174,-0.954060583
9175,-0.903933486
9176,-0.711438286
9177,0.680947296
9178,0.977011783
9179,0.605509938
9180,-0.710558013
9181,-0.946166907
9182,0.77092652
9183,-0.90550514
9184,-0.531141391
9185,-0.969316241
9186,-0.661286989
9187,0.924927198
9188,0.98498718
9189,-0.562283765
9190,0.912205784
9191,-0.895690872
9192,-0.979555804
9193,-0.941001198
9194,0.556787834
9195,-0.806662973
9196,-0.56236936
9197,0.983365695
9198,-0.802984694
9199,0.729586188
9200,0.972096185
9201,0.649461705
9202,-0.869396203
9203,0.988170246
9204,0.990635227
9205,0.575629143
9206,0.852804875
9207,-0.858423119
9208,0.986187662
9209,0.931518821
9210,-0.719731805
9211,-0.996369347
9212,-0.995828236
9213,-0.526686673
9214,-0.565106388
9215,0.934985019
9216,0.931759991
9217,0.859722548
9218,-0.889011507
9219,-0.958835747
9220,0.531065869
9221,0.928562321
9222,-0.828019691
9223,-0.704937384
9224,0.543019784
9225,0.528561129
9226,0.587085997
9227,-0.73680583
9228,-0.980463616
9229,0.992391126
9230,-0.997358046
9231,-0.551390732
9232,-0.972693744
9233,-0.960919364
9234,-0.994776234
9235,0.726522515
9236,-0.973073201
9237,-0.714115409
9238,-0.98662458
9239,-0.991721801
9240,0.996861819
9241,0.622269477
9242,-0.805336899
9243,-0.897909379
9244,-0.995804929
9245,0.982917749
9246,0.953253863
9247,0.998434724
9248,-0.955884731
9249,-0.689945189
9250,0.991809601
9251,0.63145686
9252,-0.715579592
9253,0.508010773
9254,0.984400708
9255,-0.838903365
9256,0.579937228
9257,-0.91230652
9258,0.99598375
9259,0.808540112
9260,-0.708601894
9261,-0.975025683
9262,-0.637926051
9263,-0.701351615
9264,-0.833560863
9265,-0.921610196
9266,-0.958728455
9267,0.577601653
9268,-0.819737617
9269,-0.996944016
9270,-0.819770698
9271,0.977949995
9272,-0.500153339
9273,0.797585207
9274,0.992636229
9275,-0.942655348
9276,0.703398038
9277,-0.68473245
9278,-0.968965753
9279,0.672201719
9280,0.64994917
9281,-0.633185697
9282,-0.934226284
9283,0.928154849
9284,0.732211572
9285,-0.83659652
9286,-0.525209257
9287,-0.608928927
9288,0.798556859
9289,0.875345325
9290,0.608111956
9291,0.996108328
9292,-0.668855689
9293,0.995479953
9294,-0.918605355
9295,-0.990227695
9296,0.575629143
9297,-0.955226433
9298,0.988353358
9299,-0.993242669
9300,0.562107984
9301,-0.912915404
9302,0.942191845
9303,-0.993218588
9304,-0.999108282
9305,0.972820647
9306,0.50550204
9307,0.632579734
9308,0.770452407
9309,-0.900983245
9310,-0.599585375
9311,-0.942700471
9312,0.853673287
9313,-0.714629041
9314,-0.843330843
9315,-0.998664747
9316,-0.673901051
9317,-0.544811209
9318,-0.987962575
9319,0.953258692
9320,-0.959779979
9321,-0.664804747
9322,0.898138448
9323,0.86994411
9324,0.899836051
9325,-0.534809119
9326,0.702484205
9327,0.983825741
9328,0.979827075
9329,-0.903915365
9330,0.991107015
9331,-0.96234206
9332,0.998473588
9333,-0.612014476
9334,0.912408746
9335,0.836641881
9336,-0.963513633
9337,-0.751296017
9338,-0.663827493
9339,-0.900387057
9340,-0.927884472
9341,0.995423744
9342,-0.884768989
9343,-0.687615157
9344,0.831410426
9345,-0.953093163
9346,0.997712527
9347,0.813043946
9348,-0.9022667
9349,-0.780580744
9350,0.579937228
9351,0.958018299
9352,0.784613326
9353,-0.846012674
9354,0.997685764
9355,0.729051873
9356,-0.934065584
9357,-0.886035635
9358,0.93493799
9359,-0.820923137
9360,-0.995367475
9361,0.986810017
9362,-0.941151229
9363,0.744320108
9364,-0.805966646
9365,-0.511732506
9366,-0.969286795
9367,0.966851021
9368,0.734458393
9369,-0.588124587
9370,-0.829143458
9371,0.527634898
9372,0.999569162
9373,-0.553225908
9374,-0.924438243
9375,-0.830188307
9376,0.637607751
9377,-0.507354323
9378,-0.94888939
9379,-0.695582745
9380,0.743876514
9381,0.990618418
9382,0.778006204
9383,-0.715605759
9384,-0.917138311
9385,0.702645441
9386,-0.521876102
9387,0.658134264
9388,-0.61135141
9389,-0.945986298
9390,-0.643660886
9391,-0.656637774
9392,-0.7431933
9393,0.507678406
9394,-0.819116275
9395,-0.592394106
9396,-0.993493733
9397,0.940884607
9398,-0.756251909
9399,0.600315499
9400,-0.993959024
9401,-0.993330887
9402,-0.994376988
9403,-0.884604593
9404,0.986316294
9405,0.994956247
9406,-0.741984592
9407,0.991464478
9408,-0.949908667
9409,0.994892408
9410,0.878861295
9411,0.991498334
9412,0.998809174
9413,-0.839338734
9414,-0.582866845
9415,0.934568367
9416,0.997329792
9417,0.977523151
9418,-0.998423935
9419,0.992711751
9420,0.983836708
9421,-0.940715086
9422,0.992907142
9423,-0.735618163
9424,-0.67113273
9425,0.547510207
9426,-0.599893721
9427,-0.984743746
9428,0.989838939
9429,-0.619155258
9430,-0.683167115
9431,0.752763061
9432,-0.564515744
9433,0.993865442
9434,-0.590083447
9435,0.883547645
9436,0.996805907
9437,0.976222648
9438,-0.994095107
9439,0.997934027
9440,0.904270622
9441,0.628077569
9442,-0.543870791
9443,-0.858236192
9444,-0.656206876
9445,0.941692996
9446,-0.548309833
9447,-0.594089862
9448,-0.850719529
9449,0.917859315
9450,-0.982342603
9451,-0.978242367
9452,-0.98611667
9453,-0.848060825
9454,-0.985535563
9455,0.697763342
9456,-0.980045414
9457,-0.500722524
9458,0.993750877
9459,0.962100116
9460,-0.948626941
9461,-0.900000268
9462,-0.958040174
9463,-0.997003266
9464,0.748487521
9465,-0.512469664
9466,-0.506836697
9467,-0.624646896
9468,0.930852596
9469,0.951113381
9470,-0.98981754
9471,-0.858945752
9472,0.970437684
9473,-0.626093078
9474,-0.959392952
9475,0.983860789
9476,0.952802938
9477,-0.953025033
9478,-0.92363516
9479,-0.995135962
9480,-0.621791549
9481,0.551581712
9482,-0.806906944
9483,-0.90328544
9484,-0.970983623
9485,0.970791868
9486,0.550888366
9487,0.77593135
9488,-0.920907669
9489,-0.763108485
9490,-0.810840996
9491,0.862468457
9492,0.986784029
9493,-0.996422039
9494,-0.969895679
9495,0.887730019
9496,-0.986422811
9497,0.917995994
9498,-0.717651645
9499,0.776295488
9500,0.902278979
9501,-0.580351794
9502,-0.937153576
9503,-0.89471481
9504,0.944726269
9505,0.538037963
9506,0.87836167
9507,-0.981571767
9508,0.578639825
9509,-0.991627085
9510,-0.942517537
9511,0.740263921
9512,-0.516331413
9513,0.978362773
9514,0.989662384
9515,-0.974136647
9516,-0.986530699
9517,0.951146463
9518,-0.584930434
9519,0.994737848
9520,-0.992326333
9521,-0.599261292
9522,0.636031209
9523,0.996663089
9524,-0.811523494
9525,-0.944396345
9526,-0.979919584
9527,0.811790772
9528,-0.942009925
9529,-0.907140334
9530,0.517967204
9531,0.762414244
9532,-0.712729669
9533,-0.635867171
9534,0.80996251
9535,0.998184316
9536,0.967041047
9537,-0.924614023
9538,-0.69800171
9539,-0.997598202
9540,-0.998303172
9541,-0.957869878
9542,0.82219777
9543,-0.701787401
9544,-0.885970067
9545,-0.952440051
9546,0.937527073
9547,-0.880347651
9548,-0.734407608
9549,0.969426931
9550,0.86647052
9551,-0.974717635
9552,0.996290129
9553,0.829208549
9554,-0.901245873
9555,-0.997235673
9556,0.547389265
9557,0.981161791
9558,-0.905367209
9559,-0.990138046
9560,-0.970079685
9561,0.982879839
9562,0.659966936
9563,-0.995041127
9564,-0.923262498
9565,-0.98605754
9566,0.586235109
9567,-0.988464823
9568,-0.936548924
9569,0.92613072
9570,0.9979745
9571,-0.838763587
9572,-0.754710118
9573,-0.998631904
9574,0.856929192
9575,-0.513894685
9576,0.813730498
9577,-0.786915402
9578,-0.991724721
9579,0.664939042
9580,0.91792989
9581,-0.948906557
9582,0.957488453
9583,0.795053108
9584,0.867879149
9585,0.98053425
9586,0.973517391
9587,-0.895565757
9588,0.622789189
9589,-0.862524308
9590,-0.851687008
9591,0.807177678
9592,0.776453863
9593,-0.578462376
9594,-0.973017886
9595,-0.620454568
9596,0.990848322
9597,-0.54754007
9598,0.953233895
9599,-0.991959632
9600,-0.893563742
9601,0.879091615
9602,-0.931636247
9603,-0.659358708
9604,0.811138077
9605,0.862844338
9606,0.949249058
9607,-0.999227853
9608,-0.821925903
9609,-0.719922308
9610,-0.760012565
9611,0.607256359
9612,-0.763443953
9613,-0.74304011
9614,-0.903383076
9615,0.922432293
9616,0.579371917
9617,0.980893441
9618,0.513508671
9619,0.98014913
9620,-0.60444691
9621,-0.768631179
9622,-0.900858547
9623,-0.775885512
9624,-0.910623103
9625,-0.916075163
9626,0.624269943
9627,0.830213521
9628,0.997820416
9629,-0.9783738
9630,0.800268469
9631,0.991482539
9632,-0.822621754
9633,0.93679361
9634,0.825231401
9635,-0.818640314
9636,-0.978242248
9637,0.995129465
9638,0.971462088
9639,0.817169455
9640,0.918922702
9641,-0.718040878
9642,0.818759111
9643,-0.982357803
9644,0.909952943
9645,-0.521239799
9646,-0.663766396
9647,0.973867284
9648,-0.957397136
9649,0.884947035
9650,-0.734430616
9651,0.999290202
9652,0.559211389
9653,0.700096116
9654,-0.808301744
9655,-0.693597837
9656,0.72546205
9657,-0.893219154
9658,-0.988741756
9659,-0.914851673
9660,-0.883907372
9661,-0.590235981
9662,-0.64668498
9663,0.937618212
9664,-0.900307244
9665,0.815854707
9666,-0.803220379
9667,-0.933760695
9668,-0.960661505
9669,0.778047691
9670,-0.675392355
9671,-0.53009988
9672,-0.893087841
9673,0.894651745
9674,-0.528208436
9675,-0.958622533
9676,-0.980733576
9677,0.766871347
9678,-0.83107323
9679,0.629502232
9680,0.946303585
9681,-0.584798584
9682,-0.993450042
9683,0.880093726
9684,-0.607905299
9685,0.978717255
9686,-0.986898176
9687,-0.843984253
9688,0.976211144
9689,0.96971519
9690,-0.608135322
9691,-0.962030615
9692,-0.737487136
9693,-0.992194304
9694,0.616963097
9695,-0.971099201
9696,0.737297825
9697,0.979866713
9698,-0.723548968
9699,-0.991778665
9700,-0.830195043
9701,-0.998872596
9702,0.51312367
9703,-0.944535825
9704,-0.981538685
9705,0.799349332
9706,-0.767209496
9707,-0.793305495
9708,-0.997008809
9709,0.622184478
9710,0.758289271
9711,0.72226748
9712,0.997746623
9713,-0.872945851
9714,-0.998022066
9715,-0.950118484
9716,0.996823074
9717,0.920055649
9718,-0.698200678
9719,0.997047673
9720,0.95315885
9721,0.787850574
9722,0.999182492
9723,-0.537010758
9724,0.983714157
9725,0.990653527
9726,0.787338492
9727,-0.69253904
9728,0.519647104
9729,-0.5585488
9730,-0.828021002
9731,0.992226253
9732,0.744962849
9733,0.84621653
9734,-0.921678684
9735,0.87366614
9736,0.979064822
9737,0.733302676
9738,0.97289444
9739,0.990314483
9740,-0.93714088
9741,-0.629671694
9742,-0.593026118
9743,-0.979197447
9744,-0.636041998
9745,0.881573108
9746,-0.963604832
9747,0.934515794
9748,-0.98033266
9749,0.873108041
9750,0.886890814
9751,0.88770862
9752,0.692082571
9753,-0.84618011
9754,0.570183938
9755,0.895032335
9756,-0.958906024
9757,-0.700266651
9758,-0.995946675
9759,0.941522222
9760,-0.625317891
9761,0.913962875
9762,-0.96454817
9763,-0.902338943
9764,-0.885400822
9765,-0.982671812
9766,-0.731497124
9767,-0.936131855
9768,-0.856537873
9769,0.973250412
9770,0.734700933
9771,0.977144349
9772,0.528758011
9773,-0.993775853
9774,-0.881384393
9775,-0.944913315
9776,-0.825659438
9777,-0.993071002
9778,-0.67075214
9779,-0.659165939
9780,-0.807805517
9781,-0.818396164
9782,-0.952126877
9783,0.812491689
9784,0.820907461
9785,-0.748000831
9786,0.942777185
9787,-0.82576673
9788,0.854650422
9789,-0.51215029
9790,0.975259223
9791,0.864609475
9792,0.952602003
9793,0.860461077
9794,-0.93240148
9795,-0.879813991
9796,0.881762658
9797,0.827457121
9798,-0.986238745
9799,-0.996113216
9800,0.715514978
9801,-0.912328634
9802,-0.998363077
9803,0.833557346
9804,-0.978198437
9805,0.654066215
9806,0.996169127
9807,-0.858843287
9808,-0.594301764
9809,-0.546265616
9810,-0.506375698
9811,-0.696760278
9812,0.606897466
9813,-0.89171134
9814,0.761402537
9815,0.997156396
9816,-0.947332996
9817,-0.998927315
9818,-0.843107257
9819,0.985703654
9820,0.796482182
9821,-0.978870802
9822,-0.929079649
9823,0.948724756
9824,0.883096183
9825,0.992391841
9826,-0.809608028
9827,0.99697531
9828,-0.562989689
9829,-0.916038624
9830,-0.842926351
9831,-0.50879055
9832,-0.832373077
9833,-0.871837342
9834,-0.909802436
9835,-0.806317134
9836,-0.841761871
9837,0.805033381
9838,-0.966457437
9839,-0.557183266
9840,0.978839449
9841,-0.62077412
9842,-0.628102484
9843,-0.884713853
9844,0.521272225
9845,0.992833707
9846,-0.994000153
9847,0.923932896
9848,0.581478125
9849,-0.869734055
9850,0.981382813
9851,0.990915141
9852,-0.885997546
9853,-0.994238461
9854,0.942983365
9855,0.750187568
9856,-0.977602249
9857,-0.992196509
9858,0.559237676
9859,0.991721383
9860,0.781587861
9861,-0.902819255
9862,-0.955874956
9863,-0.994608143
9864,-0.749324222
9865,-0.725905048
9866,0.532031083
9867,-0.989120915
9868,0.573467441
9869,-0.889962594
9870,-0.658559738
9871,-0.732474677
9872,-0.983345369
9873,-0.962098805
9874,0.530857245
9875,0.896367409
9876,0.812742335
9877,-0.843791485
9878,0.944468469
9879,-0.975842118
9880,-0.766337806
9881,0.945202647
9882,-0.935538469
9883,-0.881426833
9884,-0.930793823
9885,-0.787168552
9886,0.746672611
9887,-0.962903557
9888,0.99837625
9889,0.996469069
9890,0.512243039
9891,0.984370011
9892,-0.938964969
9893,-0.871267501
9894,0.679102523
9895,-0.779116621
9896,0.994332998
9897,-0.995255772
9898,0.995038862
9899,-0.530657443
9900,-0.959526412
9901,-0.900532557
9902,-0.722875888
9903,0.548211303
9904,0.873999998
9905,0.916648939
9906,0.574136289
9907,0.872053894
9908,-0.937033766
9909,0.953004766
9910,-0.925323583
9911,-0.961774603
9912,-0.678017619
9913,0.996043118
9914,-0.513573344
9915,-0.949486532
9916,0.949674293
9917,-0.96288192
9918,-0.915749233
9919,-0.958896606
9920,0.586137831
9921,0.995641011
9922,-0.738045116
9923,0.642661875
9924,-0.887826105
9925,0.946229673
9926,-0.586700102
9927,-0.875658916
9928,-0.880642049
9929,0.910318751
9930,-0.98483095
9931,0.891546407
9932,0.983981851
9933,-0.85440055
9934,-0.623388894
9935,0.550001416
9936,-0.797174754
9937,-0.795251122
9938,0.77859357
9939,-0.741826753
9940,-0.84574194
9941,0.889982681
9942,-0.946234918
9943,-0.734125608
9944,-0.999096956
9945,-0.883948143
9946,-0.987867323
9947,0.999195308
9948,-0.931748308
9949,-0.765589024
9950,0.832179057
9951,-0.994901766
9952,0.989735104
9953,-0.592444534
9954,0.906569718
9955,0.608451119
9956,-0.747611837
9957,0.974485526
9958,-0.913854927
9959,0.945708828
9960,0.999400653
9961,0.906909298
9962,-0.612013701
9963,0.607887536
9964,-0.87718056
9965,0.970897372
9966,-0.958617824
9967,0.584857356
9968,-0.940554683
9969,0.988729715
9970,-0.828651881
9971,-0.525461871
9972,0.647179359
9973,-0.917633346
9974,-0.859950902
9975,0.573167082
9976,-0.956075711
9977,0.917408926
9978,0.934861931
9979,-0.927107736
9980,-0.909186638
9981,-0.945960786
9982,-0.923303626
9983,-0.828206081
9984,-0.920143271
9985,-0.952205796
9986,-0.53375682
9987,-0.746520912
9988,-0.973792894
9989,-0.714747957
9990,0.883881205
9991,-0.993692582
9992,-0.995989234
9993,-0.856813436
9994,-0.706948222
9995,0.97302027
9996,-0.979608198
9997,-0.891718373
9998,0.699337202
9999,-0.767012376
10000,0.62313634
10001,-0.9473839
10002,0.755189715
10003,-0.572575067
10004,0.938497115
10005,-0.819022811
10006,0.953135484
10007,-0.796836605
10008,-0.722667323
10009,-0.586700102
10010,0.765656619
10011,-0.850433536
10012,0.731152895
10013,-0.986754881
10014,0.856946001
10015,0.985550584
10016,0.768385003
10017,0.7683369
10018,0.982280254
10019,-0.941931006
10020,-0.732589956
10021,-0.95383962
10022,0.84038543
10023,-0.682935959
10024,-0.59767277
10025,-0.990185732
10026,-0.54051123
10027,-0.756407185
10028,0.786954027
10029,0.86043181
10030,0.983775671
10031,-0.932559795
10032,-0.779134622
10033,-0.953064254
10034,0.996141768
10035,-0.966398426
10036,0.951027846
10037,-0.668827793
10038,0.992277992
10039,-0.789850265
10040,-0.99860365
10041,0.706594634
10042,-0.603932622
10043,-0.908683854
10044,0.66456483
10045,0.78006127
10046,-0.805915801
10047,-0.657030226
10048,-0.548846235
10049,0.942229338
10050,-0.522177057
10051,0.910523977
10052,0.893875247
10053,0.667658187
10054,0.971048833
10055,-0.907983056
10056,-0.700165916
10057,0.900471162
10058,-0.990155571
10059,0.990378918
10060,0.576369043
10061,0.640470608
10062,0.999368644
10063,0.975723977
10064,-0.922282799
10065,0.90510023
10066,-0.952531905
10067,0.784516107
10068,-0.526204453
10069,-0.965271141
10070,-0.989973055
10071,-0.673501506
10072,-0.966105041
10073,0.642907098
10074,-0.713832515
10075,-0.56237848
10076,0.992962219
10077,0.894548804
10078,0.920913928
10079,-0.920533636
10080,-0.526757843
10081,0.875786654
10082,-0.522856038
10083,0.638440577
10084,-0.658200249
10085,-0.790998114
10086,-0.917963508
10087,-0.945800802
10088,-0.743481261
10089,-0.981474131
10090,-0.934902523
10091,0.78513584
10092,0.995020921
10093,0.991454285
10094,-0.639524111
10095,-0.92439473
10096,0.934776515
10097,0.744821401
10098,-0.588063907
10099,-0.96004517
10100,0.787703583
10101,-0.514950561
10102,0.992119915
10103,-0.858884178
10104,-0.931346319
10105,-0.947537566
10106,0.535461278
10107,0.720769322
10108,0.67639065
10109,0.599873574
10110,-0.963501235
10111,0.956495821
10112,-0.934496541
10113,0.822048991
10114,0.993634048
10115,-0.861806284
10116,0.818211264
10117,0.567304808
10118,0.765284195
10119,0.987266665
10120,-0.949209777
10121,-0.922887451
10122,0.992586517
10123,0.990928374
10124,-0.966055985
10125,0.72604417
10126,-0.933336234
10127,0.938146686
10128,-0.993912054
10129,-0.789243765
10130,-0.861113832
10131,-0.706323125
10132,0.529896919
10133,0.992371813
10134,-0.661482559
10135,0.515709475
10136,-0.710260634
10137,0.940111745
10138,-0.869075221
10139,0.851580312
10140,0.656123844
10141,0.638847931
10142,0.998683046
10143,-0.745623829
10144,0.566160654
10145,-0.994605818
10146,-0.525442916
10147,-0.808295784
10148,-0.519485629
10149,0.600640178
10150,0.987552778
10151,-0.98393047
10152,0.984257771
10153,-0.552996958
10154,0.997915131
10155,-0.91120421
10156,-0.938652986
10157,-0.979128423
10158,0.583267999
10159,-0.981333519
10160,0.590979397
10161,-0.535281683
10162,0.930212835
10163,0.976502502
10164,0.939294297
10165,-0.981557402
10166,-0.925287879
10167,-0.66540618
10168,0.950441612
10169,-0.984102138
10170,-0.9841503
10171,-0.614693387
10172,0.844645055
10173,0.888701909
10174,-0.779361664
10175,0.605109917
10176,-0.956127808
10177,-0.834124863
10178,-0.915204963
10179,-0.994493102
10180,-0.810472089
10181,0.5428294
10182,0.996036502
10183,-0.928142987
10184,-0.628417387
10185,0.999603555
10186,-0.783323672
10187,0.985312931
10188,-0.982410614
10189,-0.617198126
10190,-0.998123696
10191,-0.953878364
10192,-0.644499018
10193,-0.842913178
10194,-0.684921344
10195,-0.914426557
10196,-0.768136085
10197,0.740025196
10198,-0.809064235
10199,-0.942247697
10200,-0.99930254
10201,0.616612549
10202,0.987831738
10203,0.78795429
10204,0.957489348
10205,-0.928470646
10206,-0.553125351
10207,-0.661914948
10208,-0.972362807
10209,-0.771635126
10210,-0.866670978
10211,-0.814069661
10212,-0.972038009
10213,0.973576283
10214,-0.798758509
10215,-0.881517674
10216,0.99822151
10217,0.998296913
10218,-0.53611743
10219,-0.73352632
10220,0.783083337
10221,0.610850593
10222,-0.871943979
10223,-0.994342416
10224,0.868606174
10225,-0.989917799
10226,-0.56118229
10227,-0.916397398
10228,0.975606611
10229,-0.942838758
10230,-0.816362915
10231,-0.869176254
10232,0.556924811
10233,0.7088194
10234,-0.688142856
10235,-0.86397961
10236,0.80514574
10237,0.98450806
10238,-0.997057746
10239,0.62889454
10240,0.527541435
10241,0.993646148
10242,-0.976596145
10243,-0.894799809
10244,-0.977144826
10245,-0.980310069
10246,-0.984872675
10247,-0.892592925
10248,-0.975869358
10249,-0.722885842
10250,0.569341812
10251,0.919402298
10252,-0.655635247
10253,-0.586732171
10254,-0.755680697
10255,0.818184739
10256,-0.539881424
10257,0.798079527
10258,0.976389547
10259,-0.884565789
10260,0.964179501
10261,-0.777760803
10262,-0.987428677
10263,0.644313044
10264,-0.79230863
10265,-0.837348044
10266,0.965823756
10267,0.938393399
10268,0.800953352
10269,0.972656192
10270,0.828161793
10271,-0.950233525
10272,-0.995708843
10273,0.529724417
10274,-0.628367377
10275,-0.653508593
10276,0.832999485
10277,-0.725476952
10278,0.991708389
10279,-0.88421089
10280,-0.923833948
10281,-0.93475148
10282,0.696316326
10283,-0.774312129
10284,-0.90543689
10285,0.927224148
10286,-0.973873721
10287,-0.796144688
10288,-0.822625151
10289,-0.783751113
10290,0.903479162
10291,-0.835918075
10292,0.875483911
10293,-0.98143646
10294,-0.990741089
10295,0.933995069
10296,0.591631019
10297,-0.994309334
10298,-0.945504734
10299,-0.951724829
10300,-0.983240342
10301,0.99915859
10302,-0.901595586
10303,0.89642499
10304,0.778139724
10305,-0.651922872
10306,0.778139724
10307,-0.885620771
10308,0.834132671
10309,0.993963316
10310,-0.605382916
10311,0.82543621
10312,0.992071335
10313,0.686707523
10314,-0.868444759
10315,-0.848977161
10316,-0.974636689
10317,-0.843666727
10318,-0.996811093
10319,0.80303071
10320,0.656154243
10321,0.858380798
10322,-0.888939859
10323,-0.51137707
10324,-0.896650244
10325,-0.814276795
10326,-0.72465247
10327,-0.976797974
10328,-0.979897232
10329,-0.586700102
10330,-0.90192253
10331,0.868662324
10332,-0.782123905
10333,0.944690445
10334,-0.987410675
10335,0.973505291
10336,-0.989247461
10337,-0.994891752
10338,-0.517760428
10339,-0.526577354
10340,0.886213561
10341,-0.608996998
10342,-0.992921746
10343,0.65382898
10344,-0.977266245
10345,-0.973277891
10346,-0.911776257
10347,0.989070667
10348,0.586467576
10349,0.930597657
10350,-0.823014563
10351,0.741892023
10352,0.825948352
10353,0.769415009
10354,-0.852240517
10355,-0.506234728
10356,0.526404613
10357,0.978916759
10358,-0.81161207
10359,-0.968446279
10360,-0.797254926
10361,-0.794702501
10362,0.98414416
10363,0.842061217
10364,0.851150129
10365,-0.885398974
10366,0.737592402
10367,-0.678299083
10368,0.948288851
10369,-0.992750138
10370,0.990870794
10371,-0.748144603
10372,0.995128213
10373,0.511817923
10374,-0.821253359
10375,-0.663358566
10376,0.798266037
10377,-0.575311438
10378,0.500931625
10379,-0.996084247
10380,-0.830207977
10381,0.643279462
10382,-0.926914967
10383,0.73162057
10384,-0.984931507
10385,0.662345547
10386,0.996363744
10387,-0.622275796
10388,-0.545230126
10389,0.936765476
10390,0.530820527
10391,-0.848977042
10392,-0.573983934
10393,-0.92259806
10394,-0.924941205
10395,-0.852113435
10396,-0.680478607
10397,0.827801768
10398,-0.819022811
10399,0.993178771
10400,-0.692463101
10401,-0.779554016
10402,-0.639493592
10403,0.933423797
10404,0.735803541
10405,-0.88362573
10406,-0.835555129
10407,-0.680827725
10408,-0.732466093
10409,-0.829275368
10410,-0.986309618
10411,0.875139145
10412,0.998057234
10413,0.512519495
10414,0.924469954
10415,-0.783163926
10416,-0.983373921
10417,0.706337967
10418,-0.81680788
10419,0.989370012
10420,0.760594864
10421,-0.840327552
10422,-0.854339096
10423,-0.883685456
10424,0.976413271
10425,0.688162824
10426,-0.785206831
10427,0.959648844
10428,0.950247711
10429,0.752013028
10430,-0.826225345
10431,0.909438596
10432,0.978428102
10433,0.905128842
10434,0.86478001
10435,-0.637255116
10436,0.860157022
10437,-0.638633883
10438,-0.581995333
10439,-0.982604515
10440,0.572046592
10441,-0.997683082
10442,-0.835841957
10443,-0.836742736
10444,0.612179647
10445,0.950912804
10446,0.901638503
10447,-0.918919304
10448,0.897268486
10449,-0.944184681
10450,-0.871844555
10451,-0.88379859
10452,-0.982683793
10453,-0.938266674
10454,-0.918523574
10455,0.725469739
10456,-0.996450531
10457,0.938452886
10458,-0.867652584
10459,-0.996180035
10460,-0.682980426
10461,0.981381562
10462,-0.837802009
10463,-0.968414389
10464,0.605776023
10465,-0.799783627
10466,0.986578087
10467,0.925058154
10468,0.945326927
10469,0.570976769
10470,0.959149339
10471,0.850606097
10472,-0.928169453
10473,0.994806157
10474,0.657709267
10475,-0.962617802
10476,0.992946721
10477,0.740546279
10478,-0.941992043
10479,-0.990088811
10480,0.646494953
10481,0.977986475
10482,0.562394634
10483,0.890366013
10484,0.64638474
10485,0.708169149
10486,0.763107651
10487,-0.833428655
10488,0.876460927
10489,-0.984660177
10490,0.868144996
10491,0.9163971
10492,0.622523224
10493,-0.809795551
10494,0.843189873
10495,0.58301777
10496,0.538678677
10497,-0.782851169
10498,0.998505656
10499,-0.607359598
10500,-0.504417076
10501,0.994760141
10502,0.92613972
10503,-0.999317502
10504,-0.603203093
10505,-0.983461781
10506,-0.993669156
10507,-0.999754837
10508,-0.783537243
10509,0.808216804
10510,-0.975968365
10511,0.984642533
10512,-0.905948615
